,STKCODE,CLOSE_PRICE,RIM
1576,058630,9330,10970.187747292923
1402,069920,8950,11022.07116898617
2124,039340,6800,11028.260869565216
1354,049960,15800,11045.744680851063
334,006110,23350,11048.18181818182
1273,011560,7130,11063.627730294396
1021,263690,9420,11083.729706391088
489,072130,4330,11125.801355527441
1681,044340,14900,11179.726325536376
475,049800,4685,11256.5
990,067990,10700,11261.64763086887
1573,083310,13850,11298.126174162619
2044,106240,12200,11313.635715799719
995,086450,20850,11323.661718398558
1498,200710,16900,11337.727287185613
686,300720,19000,11354.353368406188
231,026960,25650,11369.608826479438
433,122900,10450,11417.087760149618
890,190510,11200,11431.07966869171
1188,141000,10400,11483.560068709858
1765,092130,18300,11562.987810953533
1754,123570,6070,11572.05500851631
1838,199820,13950,11619.261926192617
196,047040,6330,11661.660258265334
1984,352770,9940,11708.149863432
653,024720,20600,11743.731495319491
967,120240,20300,11744.841135899287
175,005250,20050,11752.520455275673
1634,273640,18050,11758.161590370233
1051,232680,18650,11888.879096299312
144,339770,14800,11948.34472395521
1174,099390,11700,11979.254065914025
1926,054410,6470,11992.09486166008
530,033240,30150,12029.050279329607
237,282690,12550,12042.51215046368
867,043650,9850,12064.415523445005
733,111110,10350,12075.917252787285
119,002710,11750,12258.297872340423
838,040300,3585,12280.238095238095
2048,091700,11300,12296.367299932072
1023,263720,28350,12301.314423959178
291,008420,4865,12376.420519320965
1259,123420,25100,12413.422957351982
1696,036200,10200,12443.165443976846
747,094280,16800,12448.305099409945
396,053210,9300,12587.520973102612
924,278650,47850,12591.394173036082
660,011500,15700,12595.732620018545
784,036640,7830,12730.819086751291
184,353200,30400,12754.132313979471
1632,067900,11650,12770.568943077447
435,139990,15250,12784.953260389906
1230,091580,15600,12937.16552410397
1751,102710,34400,12959.975184485598
1319,253450,80900,13009.84850996287
2047,140860,107200,13094.25165955407
842,078890,11500,13217.73969966131
1666,131390,29000,13243.88905796715
664,053690,12700,13252.962569187457
1690,136540,17000,13289.62222647988
795,151860,14600,13311.11111111111
1611,241790,14500,13320.491382569831
1669,382840,101800,13364.033360483694
1220,032750,7730,13368.055555555553
104,361610,114000,13373.523189955698
1201,093190,6880,13396.292564467676
1739,054210,20650,13415.3328369817
772,068790,6070,13467.186688707607
1836,089790,8300,13486.483900509842
1616,138080,30900,13527.740480483277
199,003090,27800,13554.405955903118
524,020150,82800,13613.936941285056
246,014820,55700,13659.873434014617
1182,126340,39900,13706.365934916797
1589,090740,2105,13706.936946103233
728,227840,13700,13716.322324674347
467,001800,14000,13725.663784338461
1890,096240,29000,13741.618418394555
1527,230240,32050,13756.367583545318
1263,037350,5520,13803.490627020039
90,009160,8700,13882.572507490351
264,026890,9450,13910.877815547346
491,000100,58100,14008.047577792915
1877,018120,27700,14042.94137547726
635,000140,13300,14056.677007329545
123,000500,25750,14070.94167866286
1063,038390,21350,14076.521512361633
800,060720,19050,14111.321653749592
1126,118990,31250,14135.77393907491
185,000490,16050,14139.709653614833
1667,030530,4630,14144.595519657614
416,004080,16850,14157.894736842105
2057,251970,18700,14300.806451612902
2116,013030,18900,14303.730370568868
744,016580,17250,14333.279390884012
536,030000,25250,14384.843346374311
1780,119610,32000,14409.285136327546
1868,382800,14300,14427.84528079515
947,048470,7220,14517.999999999998
2123,004590,7100,14585.999999999998
689,003300,13100,14591.239664768302
71,108670,52800,14596.879680006065
1487,039440,19400,14655.085281111815
1827,137950,11650,14713.164031278506
579,044820,13400,14716.905730482371
1507,072990,13250,14757.793164070286
1538,036810,20000,14774.23897432659
969,078600,80000,14775.273789576408
190,084690,10050,14871.092437652396
1304,036830,25650,15005.684014581911
235,170900,66400,15173.23307191788
1081,012700,8870,15197.683895964383
1583,033160,13850,15283.600201745354
77,034310,16950,15353.872388952097
1823,079370,25850,15396.764252696457
1097,093520,9910,15445.683288816273
2188,290270,5700,15511.562010026984
1460,270660,35400,15545.458408106342
652,161890,42600,15650.853671008226
1661,032940,4655,15658.57189734863
423,112610,51900,15700.212772147988
629,293480,19450,15762.158957777738
2152,078350,16900,15902.907707245855
438,161000,9920,15904.224714370115
1138,214180,17500,15910.617525515405
245,030720,11600,16036.340156065844
1225,017480,6970,16172.819143482506
2041,170790,14400,16288.597544167216
60,032640,14150,16315.08164076381
964,005710,6300,16341.278396614363
1793,101930,16050,16356.067835406284
1360,352700,5450,16373.78978508216
0,095570,6240,16400.7338811564
13,001530,23700,16429.34778144943
1705,089850,14550,16509.977870052648
215,003490,29350,16608.666257979232
363,017390,185500,16610.0
1007,109860,16900,16612.08791098901
110,100840,20050,16655.763089853863
321,006090,10450,16736.110380431845
1657,065680,26800,16809.57337365188
292,025560,12800,16823.872918438803
671,105630,25300,16835.25
542,004700,47700,16850.30450563667
2089,051380,22400,16951.680539700203
797,035600,16350,17247.438166995253
623,003670,126500,17319.187092790617
786,095340,36150,17383.86184269625
1615,048260,97100,17508.39667340463
745,032560,8920,17549.41176411764
508,101140,2305,17627.454219183837
481,033270,27300,17635.773417523444
221,012510,39600,17683.69876835513
111,003570,9090,17742.6209970277
1784,064290,25750,17822.170581856128
1505,241840,26450,17864.486726480733
1789,115310,22800,17870.99621251389
2097,043370,8880,17895.238095238095
1032,039840,31350,17912.03659063608
368,136490,13150,18038.567841583907
1228,038540,10800,18279.610296449846
1238,038070,13650,18338.541545401797
1396,099190,30250,18504.787571204277
757,069260,22200,18508.467073275624
554,071320,35250,18533.09823587083
918,348210,67800,18667.930818662353
72,383800,9880,18728.986326683724
1219,037460,11900,18735.152607570708
2164,034810,12650,18761.739603945898
981,213420,42150,18860.96507942696
1139,206640,14050,18890.37815669898
1469,260970,19300,18950.98314537545
28,012630,7170,18982.881326769948
328,028050,26500,18998.26530612245
789,035900,56700,19004.441215170922
44,016380,21850,19093.401260089886
1929,089010,24750,19184.075117795564
338,272550,22150,19192.2423362929
1269,148150,20750,19196.758800982425
602,009410,9540,19310.987622386518
1011,025900,76200,19548.36591947093
1526,089970,19900,19602.03952685576
1908,221980,15100,19829.979181124218
1866,144510,57600,19886.908791352897
441,005850,26700,20009.22053494413
1010,005290,40450,20084.608826452713
574,281820,20250,20107.320853727302
914,330860,41850,20187.056104930667
1673,101160,26200,20259.83537150067
349,005500,24700,20434.532374100716
1208,018310,23750,20597.95918367347
643,000240,13650,20768.051989967054
614,004720,7540,20976.877944563174
2130,017890,11800,21245.26052311976
200,069620,169500,21284.115452581973
1588,115960,21950,21284.884658815936
353,009470,25850,21308.411780181497
1101,072870,11800,21339.726107605937
935,270870,17400,21403.826689437123
908,092730,24250,21581.84585763926
2094,031980,13200,21619.58353884158
1392,143160,24900,21656.546654237107
1757,091120,38000,21691.930279678872
1008,032960,12400,21737.754975723146
81,178920,45450,21793.672357062624
425,002790,45550,21828.64089408716
340,002810,14000,21837.93445457257
1943,049430,11400,21865.605658709104
690,051600,38400,21928.88888888889
454,097520,40350,21975.996126483828
792,021320,8890,22051.40186915888
163,001260,11850,22056.128926055044
1283,234340,26050,22154.8714693748
938,119860,19650,22157.854232355894
962,007680,10000,22325.55538351541
1346,160980,17350,22332.897574687784
1663,074600,32350,22349.741326841144
1137,950190,17900,22352.165981879683
766,051500,39600,22451.086147208975
1730,073490,39300,22503.74914063641
271,286940,31600,22511.207377913604
1002,079960,16600,22533.078880407124
404,035510,15950,22678.488372093023
688,006390,30650,22720.706898942783
486,077500,11100,22880.465640626157
650,104700,8740,22909.77620730271
721,011210,62600,22915.907261617842
406,031430,33450,22996.078431372545
1234,042600,23750,23011.896576621188
1309,253840,10350,23262.46406582469
711,042670,6580,23374.084482738726
1482,306040,24800,23469.90034693489
2100,137400,45150,23508.875829672652
919,217270,15000,23540.14490141028
134,009140,28350,23554.92148253402
1907,214370,105200,23566.973843432934
1966,200130,30750,23648.471859753652
431,267850,17350,23749.549549549545
668,009240,67500,23771.212353075953
577,007810,29300,23791.792225403835
949,017650,10300,23915.555555555555
1189,090460,26550,23967.018314495454
735,002460,23500,23993.6389629582
7,000120,121500,23996.65724793559
2019,340570,37700,24095.71850393701
51,044450,11500,24288.439513676756
428,183190,13550,24298.932519535738
1678,069080,20000,24598.081430076913
1059,084650,7030,24669.313377593062
892,089600,27100,24809.38735832254
1770,041830,26800,24871.048077205553
1515,239610,38250,25108.885843495544
2022,356860,40200,25244.51748921702
720,307950,127000,25456.186486703493
2153,045100,16150,25469.44444444444
2198,243070,39000,25765.048595586177
903,095660,19850,25774.58666873259
662,014790,5210,25981.94265023158
866,066620,18750,26055.999999999996
1778,216050,34700,26207.7503200101
1719,084370,40700,26353.591077813526
103,402340,46200,26522.262123239532
31,294870,14250,26785.33631995106
375,004360,11400,27155.130669144302
355,001820,51900,27346.80134680135
1204,143240,45850,27504.311378858165
719,017800,34750,27714.92604309998
400,004970,12450,27829.375
2114,003380,10200,27834.13878844527
171,251270,88400,27950.460936425836
1707,264450,24450,28112.264785852723
262,210540,15850,28126.08339217085
67,010120,50600,28245.333333333332
609,363280,24050,28327.13008951945
727,011760,19350,28566.10259637828
649,000970,9920,28825.683647288435
1119,100030,21000,28900.202636404996
2117,126700,19150,28959.761511625664
622,047050,23650,29243.24735769924
922,194700,37600,29322.259416642417
273,004990,33500,29416.380180136093
1662,240810,38350,29565.09100611217
394,004430,25100,30113.749999999993
1852,036930,21350,30156.554681141737
348,009770,28800,30456.353293698205
380,019440,16600,30477.246207701286
75,181710,31200,31145.387476889373
568,035720,83600,31195.25698506658
861,121440,8900,31460.553395912833
1310,236200,23700,31489.142703189493
550,001630,65700,31923.041377794714
1999,131970,44400,31956.20037078298
1277,024830,6280,32307.784431137723
701,009830,31000,32363.85739689286
267,089860,40500,32415.18692589462
1545,092870,11900,32479.560432972983
227,023450,59000,32481.994459833793
1913,093320,54800,32506.147540983606
1476,056190,38550,32543.034067453176
1993,124560,9650,32592.863761870423
552,013890,63900,32693.372657107866
1211,023600,13100,32855.28756957328
105,096770,201000,32940.91192695261
495,214320,49800,32944.49999999999
1447,052790,10600,33015.79310891408
1095,005990,9890,33075.51720679174
631,352820,230500,33080.96625797544
426,090430,167500,33111.96177290936
58,034220,17150,33150.64151740686
1172,100120,38700,33467.758263083924
499,005950,15750,33631.44978330118
1255,065710,20300,33743.689320388345
2112,166090,60400,33753.40472889898
1931,052400,26000,33784.04868450769
442,012750,67800,33945.99746341881
434,010780,50500,33979.65195943651
1342,243840,60200,34341.38037149233
1100,067280,46800,34386.2998772183
1156,043150,36350,34491.79817555319
279,204320,53400,35593.324292460864
548,185750,92600,35635.522676855035
1818,225220,12500,35949.98735259501
463,015360,37050,36008.33333333333
533,194370,21050,36191.8446720174
1258,003100,72800,36427.27272727272
707,000720,42500,36595.14170640379
1344,222800,49900,36787.99332287797
761,265520,22200,37408.8247421493
1998,095610,26750,37427.73883706104
129,267290,25400,37527.52566998778
976,023910,27800,37783.333333333336
923,285490,37500,38343.086231238
943,032190,13150,38379.11227154047
252,241560,40100,38492.98856012428
573,029460,21350,38542.002667248235
878,036190,31100,38578.333333333336
2025,104480,4775,38597.4283372694
753,081660,30700,38719.900648242954
617,016800,36050,39218.260869565216
641,002200,25650,39647.5
895,036800,29200,39796.99999999999
1734,272290,46450,39842.67247311864
335,145990,52700,39905.17624123608
154,002990,9900,40084.05677444914
605,055490,82500,40085.6358568355
979,298540,32150,40091.70103438679
1710,054930,21350,40353.333333333336
1674,095270,4850,40396.07632118508
2021,131290,78300,40429.676852782766
780,083450,29150,40509.80145947329
56,093050,19400,40574.55540355677
589,192400,18100,40726.40643425031
85,005090,48650,40823.045357213225
391,068270,162000,40877.186335921586
359,007540,60400,41299.81222616316
189,001680,24050,41599.77372447636
681,004960,17300,41868.678322196865
1664,104830,38000,41876.58629441624
704,195870,68100,41918.823529411755
1426,053800,101600,42103.66537162761
743,000850,34500,42336.363636363625
1668,012620,12750,42661.36363636364
2079,053610,26400,42879.090909090904
257,024090,27000,43380.341880341875
1183,121800,13050,43510.26150154487
1779,049070,38000,43706.97674418604
1889,278280,270000,43770.0
1532,247540,476900,43995.78943069615
2191,205470,12100,44181.22292912114
1018,187870,22600,44697.66616277812
1905,063080,76100,44837.20868020218
2034,214450,84700,46172.19462555615
101,302440,119500,46251.665352461365
717,004560,16400,46284.8164885149
366,008490,36750,46407.187828487804
669,020000,37000,46511.57125456759
2201,145020,115000,46611.12571076315
113,005610,83500,46870.96745408424
1944,183300,57400,47053.789117391665
112,036530,16850,47359.874817574164
88,001770,28550,47683.800348676974
25,006360,39700,47729.59666862542
65,079550,82800,47752.72727272726
654,161390,32750,48259.42821472818
756,005010,24200,48467.55039638972
2125,034950,79800,49027.48895829855
703,012450,55400,49887.61603792217
224,145720,67000,50126.34578361038
986,194480,53300,51068.05014897913
230,005960,12900,51193.36202619079
298,134380,70400,51608.0805067868
377,001430,16900,51832.96614458281
360,248170,43750,51861.90181612973
52,030200,36150,51965.401733191626
2093,319660,46400,51966.06574186828
1542,950130,16400,52233.855782954764
45,001390,37850,53658.939040952835
272,280360,117000,54379.83317637352
667,128940,294500,54412.37034898037
109,064960,45250,54789.205270333245
584,003070,19900,55031.967314490925
326,207940,798000,55299.54758760221
128,009450,48600,55364.30699686009
1733,088390,20900,55596.49190845277
1479,041510,61700,56162.57218356203
139,002240,25600,56435.65217391305
212,084010,20450,57442.90501126843
708,267270,40650,57587.022004647224
1503,003800,41250,57605.04959422903
226,001230,17900,57687.96089333579
1978,110790,42500,58292.95939987094
94,011790,148000,58321.34309284247
1758,039030,103900,58345.475281158804
98,210980,27650,60063.999526997635
376,004490,68900,60223.57142857143
639,025540,62300,60409.98559673548
21,383220,124500,60543.907359149714
748,298040,61200,61779.93828762531
1424,067160,102000,61786.37635717192
130,012320,36300,61893.68982880928
544,000480,81800,62649.999999999985
62,066570,111500,63044.53293827683
587,021240,69700,63097.615720753245
2158,007770,17450,64655.27065527065
397,134790,54900,64675.0
466,271560,88200,65181.894880359054
405,034300,33500,65387.5
143,037710,36400,65491.24999875
578,192820,78500,65585.2160652941
330,005930,65700,65737.38770434778
1897,293490,56900,67230.79699949427
456,111770,45950,67266.33385289785
590,284740,32900,67799.5109043723
1078,058470,165900,68103.58231692316
220,192080,46450,68281.57846128292
1102,215200,91700,68422.54347540186
317,003960,30450,68425.14681977686
585,120110,65300,68736.28202326887
124,000860,24900,69484.61538461538
2017,064760,140900,70142.18415417559
47,001940,17400,70304.35734076475
53,033780,82600,71180.80167192238
12,000990,66500,71374.34190474705
1313,192440,43150,72685.58801987593
39,344820,58200,73400.9028639783
904,042420,34800,73428.90814877406
84,034120,48600,74555.47932889713
336,003230,88800,74801.39094373235
27,007070,25900,77848.3744167498
327,018260,144500,78985.31620180464
15,001880,24250,79607.64482967707
263,007340,75500,80880.48785246756
716,069960,75100,80921.90041201258
179,023590,20350,83829.36471452705
730,057050,57000,84720.83333333333
3,282330,187500,85422.24193998739
66,006260,58400,86268.63354037266
625,103140,29550,86824.00310152504
325,028260,112000,87488.44442596864
765,035760,118500,88215.89743042526
319,007160,50100,89673.99999999999
70,001120,37250,90317.0794633643
1684,112040,69700,91348.94594414432
5,001040,84100,94243.41736596751
1094,267980,68600,94656.33166650475
399,029530,32600,94679.29110124584
234,000640,102500,94931.21105927895
106,285130,117000,95421.42856332124
1531,086520,84500,98342.49285557265
48,025000,52200,99456.61157024793
1904,078340,88100,100604.519361252
663,060980,40250,101455.5861448596
429,002310,42900,101598.81614496373
1367,096530,37850,102737.92012460309
636,036460,43150,102992.75291670728
440,137310,46200,103104.87556021464
174,006280,179000,105430.7101033685
177,072710,72800,105809.0167946371
594,259960,245000,105941.78416652496
693,002320,31950,106182.73347450176
32,011200,28650,109133.43489949938
49,092230,61700,109282.52923440211
723,004020,41000,109514.36195605576
583,002020,27300,109925.80164806731
107,017670,59100,110016.37850617361
337,002170,56200,110466.66666333332
97,006120,39900,111829.30009657075
545,120030,114000,115636.21386219228
295,002840,158000,116183.09858953721
160,000270,84100,117436.61668552386
329,009150,160500,119480.6319398092
700,000880,28800,120208.13851781249
860,215000,181000,121607.89366121603
83,010950,107000,122446.8655920347
381,058650,109500,123155.0
10,000590,66700,127018.00460293016
251,000150,84900,128193.0012003872
677,014680,235000,130864.97409175581
108,000660,110000,131899.51656269687
398,016590,94100,134285.17969458396
297,107590,138500,142831.89655172414
1108,086900,121600,143750.33970357696
274,005300,185000,146047.73591306884
350,004690,121000,146800.57459571766
16,375500,52700,149131.55069505898
24,078930,47350,155948.24357277006
296,268280,205000,156672.54901960783
457,009970,50400,161924.02940701068
57,003550,70900,163091.97742953853
176,004370,304000,164119.47308422887
626,005810,29350,165946.04481586482
506,000760,17700,168171.42857142858
323,006400,593000,170116.91928963957
621,058430,46700,170695.0
135,013580,35100,174570.17523528123
145,007690,53000,175015.78138497967
242,049770,166000,180087.50172318897
248,004890,171000,180524.20094713251
451,036570,408000,180783.73065308938
806,108320,126000,182254.3853716422
217,003830,127500,183554.21686746986
299,003650,78600,190489.93143535103
1303,357780,232700,190931.0790703582
20,017940,48800,192067.055393586
482,014830,116500,205350.08323544072
746,004800,81600,207979.91554753506
710,086280,203000,208772.53333333333
751,298000,205500,220724.82403516353
642,002960,252000,223430.76922307693
270,004000,79200,226921.70542635658
210,006650,142500,230670.76923076925
726,005380,180500,231309.8673879794
714,012330,199000,248726.9793668799
518,003200,119500,261908.33333333334
93,034730,246500,265707.59662572265
547,002600,194000,267916.6666666667
826,016250,53300,269049.7394636162
95,018670,119000,270053.532712678
80,010060,105500,271557.68594484107
339,000070,81200,277549.601127755
403,004170,244500,311651.9645499661
378,306200,165000,322233.1911292881
464,007310,449500,352425.5708267553
61,011070,338500,375323.4394047401
275,011170,189500,392600.59811376774
9,097950,401000,407122.6434959685
14,000210,63000,412969.4552613481
379,003030,146000,424858.93930859066
138,010130,551000,427554.3190249072
244,006040,239000,460093.84820323676
4,001460,444500,478038.4716825564
427,002030,151500,479392.28415115486
22,007700,23700,488838.79419549345
214,001130,170000,517242.60355029587
64,051910,501000,519856.23993242433
59,051900,807000,540730.1495812865
749,298050,475000,559598.0131889923
497,139480,124000,563479.4084435689
155,011780,147000,648757.3014965352
459,000670,662000,674089.5963171266
82,005490,276000,758972.2691504973
74,035420,276000,1005177.8100438657
750,298020,384500,1780084.5810759664
599,003240,997000,2853466.8582719597
